"method","dataset","session","condition","alpha1_strength","events","K","M","T","empirical_nu_base","mean_events_per_actor_mark_per_sec","ring_size","hub_actor","true_ring","n_injected_events","hawkes_sampler_used","seed","heldout_frac","heldout_split_t","train_events","test_events","heldout_loglik","heldout_nll_per_event","heldout_metric_type","field_auc","precision","recall","f1","hub_correct","loglik_final","active_mean","b2_lambda0","b2_lambda1","b2_p00","b2_p11"
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov08_1600_peak","real_crypto_window_sweep","","61817","20","2","119.99771666666629","12.87878672135849","12.87878672135849","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99817333333304","52439","9378","19062.168179332708","-2.032647491931404","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","122678.25550868097","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov08_1600_peak","real_crypto_window_sweep","","61817","20","2","119.99771666666629","12.87878672135849","12.87878672135849","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99817333333304","52439","9378","-666.1541018916306","0.0710337067489476","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7225039290691813","779.8333333333334","2030.4166666666667","0.8108108108108109","0.5"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov08_1600_peak","real_crypto_window_sweep","","61817","20","2","119.99771666666629","12.87878672135849","12.87878672135849","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99817333333304","52439","9378","-3668.4277763383807","0.39117378719752405","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov08_1600_peak","real_crypto_window_sweep","","61817","20","2","119.99771666666629","12.87878672135849","12.87878672135849","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99817333333304","52439","9378","19119.378559421108","-2.038747980317883","latent_ctmc_marginal_interval_loglik","","","","","","124001.45095295859","0.41561111863062794",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov08_1600_peak","real_crypto_window_sweep","","61817","20","2","119.99771666666629","12.87878672135849","12.87878672135849","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99817333333304","52439","9378","19130.85758563073","-2.039972018088156","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","122732.41313123817","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov08_1600_peak","real_crypto_window_sweep","","61817","20","2","119.99771666666629","12.87878672135849","12.87878672135849","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99817333333304","52439","9378","-666.1541018916306","0.0710337067489476","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7225039290691813","779.8333333333334","2030.4166666666667","0.8108108108108109","0.5"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov08_1600_peak","real_crypto_window_sweep","","61817","20","2","119.99771666666629","12.87878672135849","12.87878672135849","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99817333333304","52439","9378","-3668.4277763383807","0.39117378719752405","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov08_1600_peak","real_crypto_window_sweep","","61817","20","2","119.99771666666629","12.87878672135849","12.87878672135849","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99817333333304","52439","9378","19194.052343689098","-2.0467106359233416","latent_ctmc_marginal_interval_loglik","","","","","","124109.16002213075","0.4018389465914794",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99702666666708","17864","3615","3407.5668591688445","-0.9426187715543138","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","19730.027013177998","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99702666666708","17864","3615","-158.86475884195448","0.04394599138090027","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.6397752808988764","311.69444444444446","553.5833333333334","0.7837837837837838","0.35714285714285715"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99702666666708","17864","3615","-5402.003254637509","1.4943300842704035","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99702666666708","17864","3615","3390.938994769643","-0.9380190856900811","latent_ctmc_marginal_interval_loglik","","","","","","19872.41773666295","0.47490083549754947",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99702666666708","17864","3615","3420.8271217230504","-0.9462868939759476","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","19741.037559327415","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99702666666708","17864","3615","-158.86475884195448","0.04394599138090027","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.6397752808988764","311.69444444444446","553.5833333333334","0.7837837837837838","0.35714285714285715"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99702666666708","17864","3615","-5402.003254637509","1.4943300842704035","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99702666666708","17864","3615","3395.1664543958937","-0.9391885074400812","latent_ctmc_marginal_interval_loglik","","","","","","19871.01152882958","0.47795100402712604",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99702666666708","17864","3615","3413.782394476051","-0.9443381450832783","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","19700.714988143307","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99702666666708","17864","3615","-158.86475884195448","0.04394599138090027","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.6397752808988764","311.69444444444446","553.5833333333334","0.7837837837837838","0.35714285714285715"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99702666666708","17864","3615","-5402.003254637509","1.4943300842704035","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99702666666708","17864","3615","3394.714179618285","-0.9390633968515312","latent_ctmc_marginal_interval_loglik","","","","","","19866.44470356877","0.4716375474280288",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99702666666708","17864","3615","3422.667743975344","-0.9467960564247148","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","19705.947959546458","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99702666666708","17864","3615","-158.86475884195448","0.04394599138090027","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.6397752808988764","311.69444444444446","553.5833333333334","0.7837837837837838","0.35714285714285715"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99702666666708","17864","3615","-5402.003254637509","1.4943300842704035","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99702666666708","17864","3615","3405.2355962998363","-0.9419738855601207","latent_ctmc_marginal_interval_loglik","","","","","","19866.892049559814","0.473653109848755",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99702666666708","17864","3615","3424.162230083324","-0.9472094689027176","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","19699.536149108793","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99702666666708","17864","3615","-158.86475884195448","0.04394599138090027","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.6397752808988764","311.69444444444446","553.5833333333334","0.7837837837837838","0.35714285714285715"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99702666666708","17864","3615","-5402.003254637509","1.4943300842704035","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99702666666708","17864","3615","3397.3559640046906","-0.9397941809141606","latent_ctmc_marginal_interval_loglik","","","","","","19865.379347340153","0.4719342018939274",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99702666666708","17864","3615","3419.9422078268744","-0.9460421045164245","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","19721.577192921977","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99702666666708","17864","3615","-158.86475884195448","0.04394599138090027","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.6397752808988764","311.69444444444446","553.5833333333334","0.7837837837837838","0.35714285714285715"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99702666666708","17864","3615","-5402.003254637509","1.4943300842704035","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99702666666708","17864","3615","3397.0216962583036","-0.9397017140410245","latent_ctmc_marginal_interval_loglik","","","","","","19868.33947253198","0.4748284826313062",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99702666666708","17864","3615","3424.1371624149797","-0.9472025345546279","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","19700.355685153823","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99702666666708","17864","3615","-158.86475884195448","0.04394599138090027","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.6397752808988764","311.69444444444446","553.5833333333334","0.7837837837837838","0.35714285714285715"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99702666666708","17864","3615","-5402.003254637509","1.4943300842704035","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov09_0000_post_peak","real_crypto_window_sweep","","21479","20","2","119.99628333333385","4.47493026520125","4.47493026520125","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99702666666708","17864","3615","3401.1093783899246","-0.9408324698174065","latent_ctmc_marginal_interval_loglik","","","","","","19862.514081760248","0.47140104424985124",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99826666666632","26381","7897","13224.432627902326","-1.6746147433078797","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","46062.08587810241","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99826666666632","26381","7897","-456.57958883237603","0.05781684042451261","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7073493179496424","405.8333333333333","980.9166666666666","0.8947368421052632","0.6923076923076923"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99826666666632","26381","7897","-14577.273147499478","1.8459254333923614","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99826666666632","26381","7897","13400.774218069246","-1.696944943404995","latent_ctmc_marginal_interval_loglik","","","","","","46387.09984804672","0.4607762572426604",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99826666666632","26381","7897","13292.90348508529","-1.6832852330106736","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","46052.87979113239","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99826666666632","26381","7897","-456.57958883237603","0.05781684042451261","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7073493179496424","405.8333333333333","980.9166666666666","0.8947368421052632","0.6923076923076923"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99826666666632","26381","7897","-14577.273147499478","1.8459254333923614","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99826666666632","26381","7897","13412.131880388411","-1.698383168340941","latent_ctmc_marginal_interval_loglik","","","","","","46376.30514698672","0.458057877019414",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99826666666632","26381","7897","13147.617387368387","-1.6648876012876266","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","45888.61620248981","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99826666666632","26381","7897","-456.57958883237603","0.05781684042451261","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7073493179496424","405.8333333333333","980.9166666666666","0.8947368421052632","0.6923076923076923"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99826666666632","26381","7897","-14577.273147499478","1.8459254333923614","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99826666666632","26381","7897","13409.49482035047","-1.6980492364632733","latent_ctmc_marginal_interval_loglik","","","","","","46383.03472544638","0.39511688674265866",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99826666666632","26381","7897","13332.373073249471","-1.6882832814042639","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","45589.00103038995","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99826666666632","26381","7897","-456.57958883237603","0.05781684042451261","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7073493179496424","405.8333333333333","980.9166666666666","0.8947368421052632","0.6923076923076923"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99826666666632","26381","7897","-14577.273147499478","1.8459254333923614","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99826666666632","26381","7897","13417.796915983588","-1.6991005338715446","latent_ctmc_marginal_interval_loglik","","","","","","46386.06501928936","0.39628278613922013",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99826666666632","26381","7897","13164.565229900456","-1.6670337127897248","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","45932.600887892695","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99826666666632","26381","7897","-456.57958883237603","0.05781684042451261","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7073493179496424","405.8333333333333","980.9166666666666","0.8947368421052632","0.6923076923076923"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99826666666632","26381","7897","-14577.273147499478","1.8459254333923614","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99826666666632","26381","7897","13408.348856987493","-1.697904122703241","latent_ctmc_marginal_interval_loglik","","","","","","46405.58422794235","0.3995866762410642",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99826666666632","26381","7897","13187.2634098541","-1.6699079916239206","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","45976.10268491006","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99826666666632","26381","7897","-456.57958883237603","0.05781684042451261","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7073493179496424","405.8333333333333","980.9166666666666","0.8947368421052632","0.6923076923076923"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99826666666632","26381","7897","-14577.273147499478","1.8459254333923614","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99826666666632","26381","7897","13430.399751981497","-1.7006964356061158","latent_ctmc_marginal_interval_loglik","","","","","","46400.25872563875","0.3988415248576513",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99826666666632","26381","7897","13217.532631245253","-1.6737409942060595","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","45879.627564311086","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99826666666632","26381","7897","-456.57958883237603","0.05781684042451261","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7073493179496424","405.8333333333333","980.9166666666666","0.8947368421052632","0.6923076923076923"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99826666666632","26381","7897","-14577.273147499478","1.8459254333923614","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov10_1600_second_ftt_spike","real_crypto_window_sweep","","34278","20","2","119.99783333333289","7.14137894156425","7.14137894156425","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99826666666632","26381","7897","13408.958361977935","-1.6979813045432361","latent_ctmc_marginal_interval_loglik","","","","","","46384.3308834307","0.397377543437128",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99949333333353","37499","4104","3493.4789072812036","-0.8512375505071159","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","78873.0081707126","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99949333333353","37499","4104","-1058.3211453294607","0.25787552274109665","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7286589964757346","549.6388888888889","1476.0","0.8918918918918919","0.6428571428571429"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99949333333353","37499","4104","-10882.220712257451","2.6516132339808602","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","1","0.2","95.99949333333353","37499","4104","3728.059044059727","-0.9083964532309277","latent_ctmc_marginal_interval_loglik","","","","","","81332.83483246886","0.2827255649443919",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99949333333353","37499","4104","3553.4212036551","-0.865843373210307","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","78933.27429937915","","","","",""
